#SMILES ID pKBHX Name Ref Ref.URL
c1cc(ccc1S(=O)c2ccc(cc2)Cl)Cl pKBHX.0366 1.68 1-chloro-4-(4-chlorophenyl)sulfinyl-benzene JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1cc(cnc1)Br pKBHX.0367 1.31 3-bromopyridine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1cc(cnc1)C#N pKBHX.0368 1.00 pyridine-3-carbonitrile JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1cc(cnc1)Cl pKBHX.0369 1.31 3-chloropyridine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1cc(cnc1)F pKBHX.0370 1.35 3-fluoropyridine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1cc(cnc1)I pKBHX.0371 1.37 3-iodopyridine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1cc(cnc1)N pKBHX.0372 2.20 pyridin-3-amine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1cc(nc(c1)F)F pKBHX.0373 0.14 2,6-difluoropyridine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1cc2ccc3c(c2nc1)cccn3 pKBHX.0374 1.87 1,7-phenanthroline JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1cc2ccc3cccc4c3c2c(c1)cc4 pKBHX.0375 -0.56 pyrene JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1cc[nH]c1 pKBHX.0376 0.15 pyrrole JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1ccc(cc1)/C=C/C=O pKBHX.0377 1.13 (E)-3-phenylprop-2-enal JCSP2.1998.101 http://dx.doi.org/10.1039/A704427E
c1ccc(cc1)/C=N/c2ccccc2 pKBHX.0378 0.87 N,1-diphenylmethanimine JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1ccc(cc1)C#N pKBHX.0379 0.80 benzonitrile JPOC.2000.347 http://dx.doi.org/10.1002/1099-1395(200006)13:6<347::AID-POC251>3.0.CO;2-E
c1ccc(cc1)C(=O)N pKBHX.0380 1.81 benzamide JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1ccc(cc1)C(=O)c2ccccc2 pKBHX.0381 1.07 diphenylmethanone JCSP2.1998.101 http://dx.doi.org/10.1039/A704427E
c1ccc(cc1)C(=O)c2cccnc2 pKBHX.0382 1.49 phenyl(3-pyridyl)methanone JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccc(cc1)C23CCN(CC2)CC3 pKBHX.0383 2.46 4-phenylquinuclidine CJC.2002.1375 http://dx.doi.org/10.1139/v02-176
c1ccc(cc1)C2=NCCC2 pKBHX.0384 1.98 5-phenyl-3,4-dihydro-2H-pyrrole JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1ccc(cc1)C=O pKBHX.0385 0.78 benzaldehyde JCSP2.1998.101 http://dx.doi.org/10.1039/A704427E
c1ccc(cc1)CCN pKBHX.0386 2.16 2-phenylethanamine JCSP2.1999.997 http://dx.doi.org/10.1039/A809265F
c1ccc(cc1)CCO pKBHX.0387 0.97 2-phenylethanol JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1ccc(cc1)CN pKBHX.0388 1.88 phenylmethanamine JCSP2.1999.997 http://dx.doi.org/10.1039/A809265F
c1ccc(cc1)CNCc2ccccc2 pKBHX.0389 1.34 N-benzyl-1-phenyl-methanamine JCSP2.2001.2130 http://dx.doi.org/10.1039/B105082F
c1ccc(cc1)CO pKBHX.0390 0.86 phenylmethanol JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1ccc(cc1)COCc2ccccc2 pKBHX.0391 0.72 benzyloxymethylbenzene EJOC.1998.925 http://dx.doi.org/10.1002/(SICI)1099-0690(199805)1998:5<925::AID-EJOC925>3.0.CO;2-F
c1ccc(cc1)N pKBHX.0392 0.46 aniline JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1ccc(cc1)N(=O)=O pKBHX.0393 0.30 nitrobenzene JCSP2.1994.491 http://dx.doi.org/10.1039/P29940000491
c1ccc(cc1)O pKBHX.0394 -0.07 phenol JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1ccc(cc1)P(=O)(Cl)Cl pKBHX.0395 1.28 dichlorophosphorylbenzene JOC.2010.4105 http://dx.doi.org/10.1021/jo100461z
c1ccc(cc1)P(=O)(c2ccccc2)Cl pKBHX.0396 2.20 [chloro(phenyl)phosphoryl]benzene JOC.2010.4105 http://dx.doi.org/10.1021/jo100461z
c1ccc(cc1)S(=O)(=O)c2ccccc2 pKBHX.0397 1.21 benzenesulfonylbenzene JCSP2.1996.1047 http://dx.doi.org/10.1039/P29960001047
c1ccc(cc1)S(=O)c2ccccc2 pKBHX.0398 2.04 benzenesulfinylbenzene JOC.2010.4105 http://dx.doi.org/10.1021/jo100461z
c1ccc(cc1)c2c(c2=O)c3ccccc3 pKBHX.0399 2.30 2,3-diphenylcycloprop-2-en-1-one JCSP2.1998.101 http://dx.doi.org/10.1039/A704427E
c1ccc(cc1)c2cc(=O)c3ccccc3o2 pKBHX.0400 1.99 2-phenylchromen-4-one JCSP2.1998.101 http://dx.doi.org/10.1039/A704427E
c1ccc(cc1)c2ccccn2 pKBHX.0401 1.43 2-phenylpyridine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccc(cc1)c2ccn(=O)cc2 pKBHX.0402 2.85 4-phenylpyridine:1-oxide JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1ccc(cc1)c2ccncc2 pKBHX.0403 1.96 4-phenylpyridine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccc(cc1)c2nc3ccccc3o2 pKBHX.0404 1.18 2-phenyl-1,3-benzoxazole JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1ccc2c(c1)-c3ccccc3C(=O)C2=O pKBHX.0405 1.00 phenanthrene-9,10-dione JCSP2.1998.101 http://dx.doi.org/10.1039/A704427E
c1ccc2c(c1)-c3ccccc3C2=O pKBHX.0406 1.09 fluoren-9-one JCSP2.1998.101 http://dx.doi.org/10.1039/A704427E
c1ccc2c(c1)CCNC2 pKBHX.0407 2.04 1,2,3,4-tetrahydroisoquinoline JCSP2.2001.2130 http://dx.doi.org/10.1039/B105082F
c1ccc2c(c1)Cc3ccccc3C2=O pKBHX.0408 1.16 10H-anthracen-9-one JCSP2.1998.101 http://dx.doi.org/10.1039/A704427E
c1ccc2c(c1)[nH]c(=S)o2 pKBHX.0409 1.24 3H-1,3-benzoxazole-2-thione JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1ccc2c(c1)c(=O)c3ccccc3o2 pKBHX.0410 1.36 xanthen-9-one JCSP2.1998.101 http://dx.doi.org/10.1039/A704427E
c1ccc2c(c1)c(=O)c3ccccc3s2 pKBHX.0411 1.18 thioxanthen-9-one JCSP2.1998.101 http://dx.doi.org/10.1039/A704427E
c1ccc2c(c1)cc3ccccc3n2 pKBHX.0412 1.95 acridine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccc2c(c1)ccc(=O)o2 pKBHX.0413 1.30 chromen-2-one JCSP2.1994.485 http://dx.doi.org/10.1039/P29940000485
c1ccc2c(c1)ccc3c2cccc3 pKBHX.0414 -0.53 phenanthrene JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1ccc2c(c1)ccc3c2nccc3 pKBHX.0415 1.16 benzo[h]quinoline JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccc2c(c1)cccn2 pKBHX.0416 1.89 quinoline JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccc2c(c1)cnc3c2cccc3 pKBHX.0417 1.87 phenanthridine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccc2c(c1)cncn2 pKBHX.0418 1.55 quinazoline JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccc2c(c1)nc3ccccc3n2 pKBHX.0419 1.52 phenazine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccc2c(c1)ncs2 pKBHX.0420 1.35 1,3-benzothiazole JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1ccc2ccccc2c1 pKBHX.0421 -0.48 naphthalene JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1ccc2cnccc2c1 pKBHX.0422 1.94 isoquinoline JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccc2cnncc2c1 pKBHX.0423 2.27 phthalazine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1cccc(=O)cc1 pKBHX.0424 1.97 cyclohepta-2,4,6-trien-1-one JCSP2.1998.101 http://dx.doi.org/10.1039/A704427E
c1ccccc1 pKBHX.0425 -0.49 benzene JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1ccn(=O)cc1 pKBHX.0426 2.72 pyridine:1-oxide JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1ccnc(c1)Br pKBHX.0427 1.03 2-bromopyridine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccnc(c1)C#N pKBHX.0428 0.85 pyridine-2-carbonitrile JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccnc(c1)Cl pKBHX.0429 1.05 2-chloropyridine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccnc(c1)F pKBHX.0430 0.95 2-fluoropyridine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccnc(c1)N pKBHX.0431 2.12 pyridin-2-amine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccnc(c1)c2ccccn2 pKBHX.0432 1.45 2-(2-pyridyl)pyridine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccncc1 pKBHX.0433 1.86 pyridine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccnnc1 pKBHX.0434 1.95 pyridazine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1ccoc1 pKBHX.0435 -0.40 furan EJOC.1998.925 http://dx.doi.org/10.1002/(SICI)1099-0690(199805)1998:5<925::AID-EJOC925>3.0.CO;2-F
c1ccsc1 pKBHX.0436 -0.50 thiophene JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1cn(=O)ccc1Cl pKBHX.0437 2.44 4-chloropyridine:1-oxide JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1cn(=O)ccc1N(=O)=O pKBHX.0438 1.05 4-nitropyridine:1-oxide JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1cnc(nc1)N pKBHX.0439 1.85 pyrimidin-2-amine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1cnc[nH]1 pKBHX.0440 2.47 imidazole EJOC.2009.4939 http://dx.doi.org/10.1002/ejoc.200900569
c1cnccc1C#N pKBHX.0441 1.05 pyridine-4-carbonitrile JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1cnccc1Cl pKBHX.0442 1.54 4-chloropyridine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1cnccc1N pKBHX.0443 2.56 pyridin-4-amine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1cnccc1N2CCCC2 pKBHX.0444 2.93 4-pyrrolidin-1-ylpyridine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1cnccc1N2CCCCC2 pKBHX.0445 2.68 4-(1-piperidyl)pyridine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1cnccn1 pKBHX.0446 1.22 pyrazine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1cncnc1 pKBHX.0447 1.37 pyrimidine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
c1cnoc1 pKBHX.0448 0.81 isoxazole JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1coc(=O)o1 pKBHX.0449 0.69 1,3-dioxol-2-one JCSP2.1994.485 http://dx.doi.org/10.1039/P29940000485
c1coccc1=O pKBHX.0450 2.03 pyran-4-one JCSP2.1998.101 http://dx.doi.org/10.1039/A704427E
c1cocn1 pKBHX.0451 1.30 oxazole JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1cscn1 pKBHX.0452 1.37 thiazole JMC.2009.4073 http://dx.doi.org/10.1021/jm801331y
c1ncncn1 pKBHX.0453 0.80 1,3,5-triazine JCSP2.1998.283 http://dx.doi.org/10.1039/A706696A
